wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zaszczepionych;%_zaszczepionych_pe�n�_dawk�
24;śląskie;2403;cieszyński;2403062;gm.w Dębowiec;Bielski;5845;2682;2618;45,8854;44,7904
26;świętokrzyskie;2604;kielecki;2604092;gm.w Masłów;Kielecki;11143;5157;4990;46,2802;44,7815
6;lubelskie;604;hrubieszowski;604052;gm.w Mircze;Zamojski;6916;3176;3097;45,9225;44,7802
4;kujawsko-pomorskie;413;sępoleński;413032;gm.w Sośno;Bydgoski;4922;2266;2204;46,0382;44,7785
14;mazowieckie;1434;wołomiński;1434113;gm.m-w. Tłuszcz;Ostrołęcki;20104;9398;9002;46,7469;44,7772
16;opolskie;1607;nyski;1607013;gm.m-w. Głuchołazy;Opolski;23413;10862;10482;46,393;44,77
14;mazowieckie;1412;miński;1412142;gm.w Stanisławów;Siedlecki;6797;3162;3043;46,5205;44,7698
4;kujawsko-pomorskie;418;włocławski;418102;gm.w Lubanie;Włocławski;4550;2104;2037;46,2418;44,7692
16;opolskie;1602;głubczycki;1602043;gm.m-w. Kietrz;Opolski;10722;4946;4800;46,1295;44,7678
8;lubuskie;804;nowosolski;804052;gm.w Nowa Sól;Zielonogórski;6992;3239;3130;46,3244;44,7654
2;dolnośląskie;206;karkonoski;206021;Kowary;Jeleniogórski;10650;4933;4767;46,3192;44,7606
8;lubuskie;801;gorzowski;801062;gm.w Santok;Gorzowski;8854;4141;3962;46,7698;44,7481
24;śląskie;2417;żywiecki;2417102;gm.w Radziechowy-Wieprz;Bielski;13068;6072;5847;46,4646;44,7429
8;lubuskie;801;gorzowski;801022;gm.w Bogdaniec;Gorzowski;7122;3348;3185;47,0093;44,7206
14;mazowieckie;1416;ostrowski;1416062;gm.w Nur;Łomżyński;2623;1202;1173;45,8254;44,7198
32;zachodniopomorskie;3209;koszaliński;3209042;gm.w Manowo;Koszaliński;6919;3184;3093;46,0182;44,703
32;zachodniopomorskie;3215;szczecinecki;3215033;gm.m-w. Biały Bór;Koszaliński;5275;2444;2358;46,3318;44,7014
30;wielkopolskie;3007;kaliski;3007083;gm.m-w. Opatówek;Kaliski;10787;4990;4821;46,2594;44,6927
10;łódzkie;1011;poddębicki;1011022;gm.w Pęczniew;Sieradzki;3484;1639;1557;47,0436;44,69
4;kujawsko-pomorskie;402;brodnicki;402032;gm.w Brodnica;Toruński;8662;3995;3871;46,121;44,6894
14;mazowieckie;1423;przysuski;1423042;gm.w Odrzywół;Radomski;3695;1728;1651;46,7659;44,682
2;dolnośląskie;219;świdnicki;219043;gm.m-w. Jaworzyna Śląska;Wałbrzyski;10222;4720;4564;46,1749;44,6488
2;dolnośląskie;219;świdnicki;219072;gm.w Świdnica;Wałbrzyski;17400;8009;7768;46,0287;44,6437
10;łódzkie;1001;bełchatowski;1001062;gm.w Rusiec;Sieradzki;5045;2296;2252;45,5104;44,6383
32;zachodniopomorskie;3217;wałecki;3217043;gm.m-w. Tuczno;Pilski;4871;2283;2174;46,8692;44,6315
22;pomorskie;2202;chojnicki;2202043;gm.m-w. Czersk;Bydgoski;21604;9892;9637;45,7878;44,6075
30;wielkopolskie;3008;kępiński;3008042;gm.w Łęka Opatowska;Kaliski;5329;2433;2377;45,6558;44,605
28;warmińsko-mazurskie;2803;działdowski;2803032;gm.w Iłowo-Osada;Ciechanowski;7169;3341;3197;46,6034;44,5948
30;wielkopolskie;3017;ostrowski;3017023;gm.m-w. Nowe Skalmierzyce;Kaliski;15625;7175;6965;45,92;44,576
14;mazowieckie;1427;sierpecki;1427062;gm.w Szczutowo;Płocki;4245;2017;1892;47,5147;44,5701
24;śląskie;2404;częstochowski;2404022;gm.w Dąbrowa Zielona;Częstochowski;3848;1803;1715;46,8555;44,5686
4;kujawsko-pomorskie;414;świecki;414032;gm.w Drzycim;Bydgoski;4889;2258;2178;46,1853;44,549
32;zachodniopomorskie;3212;pyrzycki;3212033;gm.m-w. Lipiany;Szczeciński;5794;2695;2581;46,5136;44,5461
10;łódzkie;1008;pabianicki;1008072;gm.w Pabianice;Łódzki;7770;3568;3461;45,9202;44,5431
4;kujawsko-pomorskie;414;świecki;414042;gm.w Jeżewo;Bydgoski;8055;3696;3587;45,8845;44,5313
24;śląskie;2409;myszkowski;2409023;gm.m-w. Koziegłowy;Częstochowski;14348;6586;6389;45,9019;44,5289
32;zachodniopomorskie;3212;pyrzycki;3212062;gm.w Warnice;Szczeciński;3443;1588;1533;46,1226;44,5251
30;wielkopolskie;3019;pilski;3019062;gm.w Szydłowo;Pilski;9341;4326;4159;46,312;44,5241
2;dolnośląskie;224;ząbkowicki;224033;gm.m-w. Kamieniec Ząbkowicki;Wałbrzyski;8003;3681;3563;45,9953;44,5208
2;dolnośląskie;216;polkowicki;216032;gm.w Grębocice;Legnicki;5427;2487;2416;45,8264;44,5181
14;mazowieckie;1433;węgrowski;1433062;gm.w Miedzna;Siedlecki;3801;1755;1692;46,1721;44,5146
10;łódzkie;1014;sieradzki;1014082;gm.w Sieradz;Sieradzki;10801;4957;4808;45,8939;44,5144
12;małopolskie;1218;wadowicki;1218062;gm.w Spytkowice;Bielski;10312;4757;4590;46,1307;44,5112
24;śląskie;2403;cieszyński;2403103;gm.m-w. Skoczów;Bielski;26788;12272;11919;45,8116;44,4938
12;małopolskie;1262;Nowy Sącz;1262011;Nowy Sącz;;83558;38264;37177;45,7933;44,4924
4;kujawsko-pomorskie;414;świecki;414022;gm.w Dragacz;Bydgoski;7190;3311;3199;46,0501;44,4924
30;wielkopolskie;3017;ostrowski;3017042;gm.w Ostrów Wielkopolski;Kaliski;19162;8803;8519;45,9399;44,4578
22;pomorskie;2204;gdański;2204072;gm.w Suchy Dąb;Gdański;4248;1945;1888;45,7863;44,4444
30;wielkopolskie;3031;złotowski;3031033;gm.m-w. Krajenka;Pilski;7524;3460;3343;45,9862;44,4312
30;wielkopolskie;3028;wągrowiecki;3028022;gm.w Damasławek;Pilski;5304;2484;2356;46,8326;44,4193
14;mazowieckie;1402;ciechanowski;1402033;gm.m-w. Glinojeck;Ciechanowski;7764;3554;3448;45,7754;44,4101
26;świętokrzyskie;2607;ostrowiecki;2607022;gm.w Bałtów;Kielecki;3349;1551;1487;46,3123;44,4013
14;mazowieckie;1434;wołomiński;1434072;gm.w Klembów;Ostrołęcki;10108;4726;4488;46,755;44,4005
24;śląskie;2407;lubliniecki;2407062;gm.w Koszęcin;Częstochowski;11810;5416;5243;45,8594;44,3946
22;pomorskie;2206;kościerski;2206052;gm.w Liniewo;Gdański;4609;2121;2046;46,0187;44,3914
14;mazowieckie;1407;kozienicki;1407072;gm.w Sieciechów;Radomski;3859;1793;1713;46,4628;44,3897
30;wielkopolskie;3007;kaliski;3007032;gm.w Ceków-Kolonia;Kaliski;4767;2206;2116;46,2765;44,3885
14;mazowieckie;1416;ostrowski;1416011;Ostrów Mazowiecka;Ostrołęcki;22216;10457;9861;47,0697;44,3869
28;warmińsko-mazurskie;2812;nowomiejski;2812052;gm.w Nowe Miasto Lubawskie;Toruński;8311;3807;3687;45,8068;44,3629
26;świętokrzyskie;2604;kielecki;2604102;gm.w Miedziana Góra;Kielecki;11722;5369;5199;45,8028;44,3525
30;wielkopolskie;3018;ostrzeszowski;3018012;gm.w Czajków;Kaliski;2505;1154;1111;46,0679;44,3513
4;kujawsko-pomorskie;401;aleksandrowski;401082;gm.w Waganiec;Włocławski;4564;2177;2024;47,6994;44,3471
8;lubuskie;808;świebodziński;808042;gm.w Szczaniec;Zielonogórski;3845;1751;1705;45,5397;44,3433
4;kujawsko-pomorskie;414;świecki;414063;gm.m-w. Nowe;Bydgoski;10103;4683;4480;46,3526;44,3433
20;podlaskie;2002;białostocki;2002093;gm.m-w. Supraśl;Białostocki;16003;7325;7095;45,7727;44,3354
10;łódzkie;1014;sieradzki;1014023;gm.m-w. Błaszki;Sieradzki;14373;6665;6372;46,3717;44,3331
22;pomorskie;2212;słupski;2212092;gm.w Smołdzino;Słupski;3382;1586;1499;46,8953;44,3229
6;lubelskie;612;opolski;612072;gm.w Wilków;Lubelski;4367;1971;1935;45,134;44,3096
16;opolskie;1604;kluczborski;1604013;gm.m-w. Byczyna;Opolski;9170;4167;4063;45,4417;44,3075
6;lubelskie;609;lubelski;609092;gm.w Krzczonów;Lubelski;4293;1957;1902;45,5858;44,3047
2;dolnośląskie;224;ząbkowicki;224063;gm.m-w. Ziębice;Wałbrzyski;16768;7713;7429;45,9983;44,3046
10;łódzkie;1014;sieradzki;1014102;gm.w Wróblew;Sieradzki;6063;2755;2686;45,4396;44,3015
30;wielkopolskie;3015;nowotomyski;3015063;gm.m-w. Zbąszyń;Zielonogórski;13804;6418;6115;46,4938;44,2988
14;mazowieckie;1406;grójecki;1406022;gm.w Błędów;Radomski;7357;3380;3259;45,9426;44,2979
20;podlaskie;2009;sejneński;2009011;Sejny;Suwalski;5159;2350;2285;45,5515;44,2915
30;wielkopolskie;3031;złotowski;3031062;gm.w Tarnówka;Pilski;2969;1372;1315;46,2108;44,291
6;lubelskie;604;hrubieszowski;604022;gm.w Dołhobyczów;Zamojski;5265;2399;2331;45,5651;44,2735
26;świętokrzyskie;2604;kielecki;2604192;gm.w Zagnańsk;Kielecki;12917;5960;5718;46,1407;44,2672
16;opolskie;1601;brzeski;1601011;Brzeg;;35226;16234;15590;46,0853;44,2571
30;wielkopolskie;3013;leszczyński;3013012;gm.w Krzemieniewo;Leszczyński;8272;3784;3660;45,7447;44,2456
12;małopolskie;1217;tatrzański;1217011;Zakopane;Nowosądecki;26846;12237;11878;45,5822;44,245
30;wielkopolskie;3012;krotoszyński;3012023;gm.m-w. Kobylin;Leszczyński;8049;3714;3561;46,1424;44,2415
12;małopolskie;1211;nowotarski;1211023;gm.m-w. Szczawnica;Nowosądecki;7145;3247;3161;45,4444;44,2407
30;wielkopolskie;3018;ostrzeszowski;3018073;gm.m-w. Ostrzeszów;Kaliski;23845;11098;10548;46,5423;44,2357
2;dolnośląskie;205;jaworski;205042;gm.w Mściwojów;Legnicki;4029;1822;1782;45,2221;44,2293
28;warmińsko-mazurskie;2803;działdowski;2803022;gm.w Działdowo;Ciechanowski;9831;4511;4347;45,8855;44,2173
16;opolskie;1609;opolski;1609123;gm.m-w. Tułowice;Opolski;5195;2370;2297;45,6208;44,2156
30;wielkopolskie;3020;pleszewski;3020013;gm.m-w. Chocz;Kaliski;4741;2166;2096;45,6866;44,2101
6;lubelskie;608;lubartowski;608011;Lubartów;Lubelski;21636;9934;9564;45,9142;44,2041
32;zachodniopomorskie;3207;kamieński;3207052;gm.w Świerzno;Szczeciński;4213;1936;1862;45,953;44,1965
6;lubelskie;614;puławski;614043;gm.m-w. Kazimierz Dolny;Lubelski;6630;3048;2930;45,9729;44,1931
6;lubelskie;619;włodawski;619032;gm.w Hańsk;Chełmski;3680;1662;1626;45,163;44,1848
8;lubuskie;811;żarski;811032;gm.w Brody;Zielonogórski;3364;1535;1486;45,6302;44,1736
2;dolnośląskie;203;głogowski;203042;gm.w Kotla;Legnicki;4456;2018;1967;45,2873;44,1427
16;opolskie;1610;prudnicki;1610043;gm.m-w. Prudnik;Opolski;26800;12149;11828;45,3321;44,1343
2;dolnośląskie;202;dzierżoniowski;202062;gm.w Łagiewniki;Wrocławski;7437;3359;3282;45,1661;44,1307
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002032;gm.w Drawsko;Pilski;5765;2668;2544;46,2793;44,1284
2;dolnośląskie;220;trzebnicki;220023;gm.m-w. Prusice;Wrocławski;9352;4291;4126;45,8832;44,1189
8;lubuskie;802;krośnieński;802052;gm.w Gubin;Zielonogórski;7116;3246;3138;45,6155;44,0978
18;podkarpackie;1801;bieszczadzki;1801052;gm.w Lutowiska;Krośnieński;2037;929;898;45,6063;44,0844
30;wielkopolskie;3027;turecki;3027073;gm.m-w. Tuliszków;Koniński;10526;4881;4640;46,3709;44,0813
26;świętokrzyskie;2613;włoszczowski;2613022;gm.w Krasocin;Kielecki;10610;4896;4675;46,1451;44,0622
14;mazowieckie;1420;płoński;1420122;gm.w Załuski;Ciechanowski;5652;2586;2490;45,7537;44,0552
10;łódzkie;1005;łowicki;1005052;gm.w Kiernozia;Płocki;3339;1537;1471;46,0317;44,0551
22;pomorskie;2212;słupski;2212032;gm.w Dębnica Kaszubska;Słupski;9495;4305;4182;45,3397;44,0442
30;wielkopolskie;3019;pilski;3019043;gm.m-w. Łobżenica;Pilski;9468;4341;4170;45,8492;44,0431
4;kujawsko-pomorskie;416;tucholski;416022;gm.w Gostycyn;Bydgoski;5199;2351;2289;45,2202;44,0277
30;wielkopolskie;3027;turecki;3027022;gm.w Brudzew;Koniński;5958;2704;2623;45,3844;44,0248
26;świętokrzyskie;2607;ostrowiecki;2607053;gm.m-w. Kunów;Kielecki;9731;4406;4284;45,278;44,0243
24;śląskie;2417;żywiecki;2417092;gm.w Milówka;Bielski;10040;4560;4420;45,4183;44,0239
2;dolnośląskie;208;kłodzki;208112;gm.w Nowa Ruda;Wałbrzyski;11440;5223;5036;45,6556;44,021
14;mazowieckie;1429;sokołowski;1429022;gm.w Bielany;Siedlecki;3558;1641;1566;46,1214;44,0135
24;śląskie;2410;pszczyński;2410032;gm.w Miedźna;Katowicki;16660;7535;7332;45,2281;44,0096
14;mazowieckie;1438;żyrardowski;1438053;gm.m-w. Wiskitki;Skierniewicki;9853;4490;4336;45,5699;44,0069
2;dolnośląskie;202;dzierżoniowski;202011;Bielawa;Wałbrzyski;29523;13451;12992;45,5611;44,0064
8;lubuskie;812;wschowski;812033;gm.m-w. Wschowa;Leszczyński;20955;9543;9220;45,5404;43,999
26;świętokrzyskie;2601;buski;2601063;gm.m-w. Stopnica;Kielecki;7576;3518;3333;46,4361;43,9942
12;małopolskie;1207;limanowski;1207011;Limanowa;Nowosądecki;15067;6822;6627;45,2778;43,9835
8;lubuskie;807;sulęciński;807012;gm.w Krzeszyce;Gorzowski;4711;2160;2072;45,8501;43,9822
10;łódzkie;1009;pajęczański;1009022;gm.w Kiełczygłów;Sieradzki;3950;1784;1737;45,1646;43,9747
2;dolnośląskie;206;karkonoski;206062;gm.w Jeżów Sudecki;Jeleniogórski;7548;3420;3319;45,31;43,9719
14;mazowieckie;1403;garwoliński;1403082;gm.w Miastków Kościelny;Siedlecki;4835;2251;2126;46,5564;43,971
10;łódzkie;1015;skierniewicki;1015062;gm.w Maków;Skierniewicki;6005;2735;2640;45,5454;43,9634
30;wielkopolskie;3008;kępiński;3008062;gm.w Rychtal;Kaliski;3791;1730;1666;45,6344;43,9462
2;dolnośląskie;208;kłodzki;208063;gm.m-w. Bystrzyca Kłodzka;Wałbrzyski;18607;8407;8177;45,1819;43,9458
26;świętokrzyskie;2606;opatowski;2606053;gm.m-w. Ożarów;Tarnobrzeski;10559;4821;4640;45,6577;43,9436
26;świętokrzyskie;2609;sandomierski;2609062;gm.w Obrazów;Tarnobrzeski;6381;2930;2804;45,9176;43,943
16;opolskie;1609;opolski;1609022;gm.w Dąbrowa;Opolski;8252;3750;3626;45,4435;43,9409
14;mazowieckie;1416;ostrowski;1416032;gm.w Boguty-Pianki;Łomżyński;2558;1147;1124;44,8397;43,9406
10;łódzkie;1004;łęczycki;1004032;gm.w Góra Świętej Małgorzaty;Płocki;4336;1993;1905;45,964;43,9345
28;warmińsko-mazurskie;2801;bartoszycki;2801043;gm.m-w. Bisztynek;Olsztyński;6198;2824;2723;45,5631;43,9335
24;śląskie;2417;żywiecki;2417032;gm.w Gilowice;Bielski;6327;2893;2779;45,7247;43,9229
8;lubuskie;811;żarski;811052;gm.w Lipinki Łużyckie;Zielonogórski;3345;1507;1469;45,0523;43,9163
2;dolnośląskie;216;polkowicki;216062;gm.w Radwanice;Legnicki;4904;2237;2153;45,6158;43,9029
18;podkarpackie;1814;przeworski;1814011;Przeworsk;Przemyski;15105;6844;6631;45,3095;43,8994
32;zachodniopomorskie;3212;pyrzycki;3212022;gm.w Kozielice;Szczeciński;2481;1143;1089;46,0701;43,8936
24;śląskie;2410;pszczyński;2410042;gm.w Pawłowice;Katowicki;18156;8167;7967;44,9824;43,8808
2;dolnośląskie;205;jaworski;205032;gm.w Męcinka;Legnicki;5007;2281;2197;45,5562;43,8786
14;mazowieckie;1403;garwoliński;1403062;gm.w Łaskarzew;Siedlecki;5447;2513;2390;46,1355;43,8774
2;dolnośląskie;208;kłodzki;208072;gm.w Kłodzko;Wałbrzyski;16986;7683;7450;45,2314;43,8596
10;łódzkie;1017;wieluński;1017072;gm.w Pątnów;Sieradzki;6512;2947;2856;45,2549;43,8575
14;mazowieckie;1428;sochaczewski;1428072;gm.w Sochaczew;Skierniewicki;11148;5072;4889;45,497;43,8554
10;łódzkie;1012;radomszczański;1012102;gm.w Masłowice;Piotrkowski;4139;1929;1815;46,6055;43,8512
6;lubelskie;616;rycki;616062;gm.w Ułęż;Lubelski;3145;1440;1379;45,787;43,8474
6;lubelskie;613;parczewski;613043;gm.m-w. Parczew;Bialskopodlaski;14329;6483;6282;45,2439;43,8412
14;mazowieckie;1402;ciechanowski;1402022;gm.w Ciechanów;Ciechanowski;7159;3286;3138;45,9003;43,8329
30;wielkopolskie;3027;turecki;3027033;gm.m-w. Dobra;Koniński;6067;2726;2659;44,9316;43,8273
12;małopolskie;1205;gorlicki;1205011;Gorlice;Nowosądecki;26973;12132;11820;44,9783;43,8216
10;łódzkie;1012;radomszczański;1012032;gm.w Gidle;Częstochowski;5964;2698;2613;45,2381;43,8129
20;podlaskie;2002;białostocki;2002013;gm.m-w. Choroszcz;Białostocki;15781;7133;6914;45,1999;43,8122
22;pomorskie;2215;wejherowski;2215042;gm.w Choczewo;Gdański;5446;2496;2386;45,8318;43,812
14;mazowieckie;1401;białobrzeski;1401022;gm.w Promna;Radomski;5540;2518;2427;45,4513;43,8087
6;lubelskie;613;parczewski;613072;gm.w Sosnowica;Chełmski;2568;1160;1125;45,1713;43,8084
18;podkarpackie;1804;jarosławski;1804011;Jarosław;;37073;16878;16235;45,5264;43,792
28;warmińsko-mazurskie;2812;nowomiejski;2812042;gm.w Kurzętnik;Toruński;9135;4150;4000;45,4297;43,7876
2;dolnośląskie;221;wałbrzyski;221082;gm.w Walim;Wałbrzyski;5392;2440;2361;45,2522;43,7871
2;dolnośląskie;215;oławski;215042;gm.w Oława;Wrocławski;15218;6912;6663;45,4199;43,7837
28;warmińsko-mazurskie;2812;nowomiejski;2812032;gm.w Grodziczno;Toruński;6247;2854;2734;45,6859;43,765
10;łódzkie;1004;łęczycki;1004072;gm.w Świnice Warckie;Koniński;3880;1769;1698;45,5928;43,7629
14;mazowieckie;1402;ciechanowski;1402082;gm.w Regimin;Ciechanowski;4954;2261;2168;45,6399;43,7626
12;małopolskie;1211;nowotarski;1211062;gm.w Krościenko nad Dunajcem;Nowosądecki;6749;3026;2953;44,8363;43,7546
10;łódzkie;1016;tomaszowski;1016072;gm.w Rokiciny;Piotrkowski;6153;2808;2692;45,6363;43,751
14;mazowieckie;1412;miński;1412093;gm.m-w. Kałuszyn;Siedlecki;5749;2642;2515;45,9558;43,7467
22;pomorskie;2209;malborski;2209042;gm.w Malbork;Elbląski;4858;2217;2125;45,6361;43,7423
28;warmińsko-mazurskie;2815;ostródzki;2815073;gm.m-w. Miłomłyn;Olsztyński;4886;2228;2137;45,5997;43,7372
24;śląskie;2404;częstochowski;2404082;gm.w Kruszyna;Częstochowski;4802;2158;2100;44,9396;43,7318
14;mazowieckie;1409;lipski;1409033;gm.m-w. Lipsko;Radomski;10881;4901;4758;45,0418;43,7276
30;wielkopolskie;3026;śremski;3026033;gm.m-w. Książ Wielkopolski;Poznański;8471;3788;3704;44,7173;43,7257
10;łódzkie;1014;sieradzki;1014052;gm.w Burzenin;Sieradzki;5498;2468;2404;44,8891;43,725
26;świętokrzyskie;2609;sandomierski;2609033;gm.m-w. Klimontów;Tarnobrzeski;7987;3630;3492;45,4489;43,721
26;świętokrzyskie;2601;buski;2601052;gm.w Solec-Zdrój;Kielecki;5033;2346;2200;46,6124;43,7115
30;wielkopolskie;3029;wolsztyński;3029022;gm.w Siedlec;Zielonogórski;12767;5803;5580;45,4531;43,7064
26;świętokrzyskie;2609;sandomierski;2609043;gm.m-w. Koprzywnica;Tarnobrzeski;6537;3009;2857;46,0303;43,7051
22;pomorskie;2216;sztumski;2216032;gm.w Stary Dzierzgoń;Elbląski;3895;1786;1702;45,8537;43,697
4;kujawsko-pomorskie;409;mogileński;409012;gm.w Dąbrowa;Bydgoski;4607;2144;2012;46,5379;43,6727
14;mazowieckie;1435;wyszkowski;1435062;gm.w Zabrodzie;Ostrołęcki;6011;2732;2625;45,45;43,6699
6;lubelskie;609;lubelski;609013;gm.m-w. Bełżyce;Lubelski;13167;5929;5749;45,0292;43,6622
4;kujawsko-pomorskie;416;tucholski;416012;gm.w Cekcyn;Bydgoski;6901;3090;3013;44,7761;43,6603
32;zachodniopomorskie;3214;stargardzki;3214042;gm.w Dolice;Szczeciński;7700;3506;3361;45,5325;43,6494
28;warmińsko-mazurskie;2817;szczycieński;2817072;gm.w Świętajno;Olsztyński;5723;2616;2498;45,7103;43,6484
4;kujawsko-pomorskie;416;tucholski;416032;gm.w Kęsowo;Bydgoski;4468;2021;1950;45,2328;43,6437
10;łódzkie;1020;zgierski;1020062;gm.w Ozorków;Łódzki;7051;3189;3077;45,2276;43,6392
24;śląskie;2404;częstochowski;2404092;gm.w Lelów;Częstochowski;4794;2143;2092;44,7017;43,6379
4;kujawsko-pomorskie;416;tucholski;416042;gm.w Lubiewo;Bydgoski;6008;2700;2621;44,9401;43,6252
4;kujawsko-pomorskie;408;lipnowski;408022;gm.w Bobrowniki;Włocławski;3093;1403;1349;45,3605;43,6146
28;warmińsko-mazurskie;2802;braniewski;2802042;gm.w Lelkowo;Elbląski;2763;1244;1205;45,0235;43,612
22;pomorskie;2203;człuchowski;2203072;gm.w Rzeczenica;Słupski;3633;1650;1584;45,417;43,6003
28;warmińsko-mazurskie;2817;szczycieński;2817032;gm.w Jedwabno;Olsztyński;3611;1637;1574;45,3337;43,589
12;małopolskie;1207;limanowski;1207021;Mszana Dolna;Nowosądecki;7899;3529;3443;44,6765;43,5878
2;dolnośląskie;221;wałbrzyski;221053;gm.m-w. Głuszyca;Wałbrzyski;8505;3843;3707;45,1852;43,5861
10;łódzkie;1010;piotrkowski;1010032;gm.w Gorzkowice;Piotrkowski;8462;3861;3688;45,6275;43,5831
30;wielkopolskie;3009;kolski;3009113;gm.m-w. Przedecz;Koniński;4071;1863;1774;45,7627;43,5765
22;pomorskie;2206;kościerski;2206042;gm.w Kościerzyna;Gdański;16196;7329;7054;45,2519;43,554
28;warmińsko-mazurskie;2818;gołdapski;2818033;gm.m-w. Gołdap;Suwalski;20018;9068;8717;45,2992;43,5458
22;pomorskie;2215;wejherowski;2215102;gm.w Wejherowo;Gdański;27177;12226;11832;44,9866;43,5368
30;wielkopolskie;3029;wolsztyński;3029012;gm.w Przemęt;Leszczyński;14147;6397;6159;45,2181;43,5357
22;pomorskie;2208;lęborski;2208042;gm.w Nowa Wieś Lęborska;Słupski;13786;6221;6001;45,1255;43,5297
10;łódzkie;1010;piotrkowski;1010102;gm.w Wola Krzysztoporska;Piotrkowski;11981;5471;5215;45,664;43,5273
32;zachodniopomorskie;3216;świdwiński;3216052;gm.w Sławoborze;Koszaliński;3977;1826;1731;45,914;43,5253
14;mazowieckie;1412;miński;1412132;gm.w Siennica;Siedlecki;7520;3414;3272;45,3989;43,5106
8;lubuskie;807;sulęciński;807053;gm.m-w. Torzym;Zielonogórski;6734;3131;2930;46,4954;43,5105
10;łódzkie;1016;tomaszowski;1016092;gm.w Tomaszów Mazowiecki;Piotrkowski;11251;5079;4893;45,1427;43,4895
10;łódzkie;1017;wieluński;1017042;gm.w Mokrsko;Sieradzki;5359;2418;2329;45,1204;43,4596
2;dolnośląskie;205;jaworski;205052;gm.w Paszowice;Legnicki;4037;1829;1754;45,3059;43,4481
22;pomorskie;2201;bytowski;2201072;gm.w Parchowo;Słupski;3842;1737;1669;45,2108;43,4409
6;lubelskie;603;chełmski;603011;Rejowiec Fabryczny;Chełmski;4328;1981;1880;45,7717;43,4381
30;wielkopolskie;3020;pleszewski;3020022;gm.w Czermin;Kaliski;4935;2209;2143;44,7619;43,4245
14;mazowieckie;1426;siedlecki;1426022;gm.w Korczew;Siedlecki;2554;1139;1109;44,5967;43,4221
30;wielkopolskie;3004;gostyński;3004013;gm.m-w. Borek Wielkopolski;Leszczyński;7441;3304;3231;44,4026;43,4216
6;lubelskie;601;bialski;601062;gm.w Kodeń;Bialskopodlaski;3432;1542;1490;44,9301;43,4149
4;kujawsko-pomorskie;402;brodnicki;402022;gm.w Bobrowo;Toruński;6337;2836;2751;44,753;43,4117
4;kujawsko-pomorskie;418;włocławski;418063;gm.m-w. Chodecz;Włocławski;5972;2658;2592;44,5077;43,4025
22;pomorskie;2206;kościerski;2206062;gm.w Lipusz;Gdański;3772;1729;1637;45,8378;43,3987
32;zachodniopomorskie;3215;szczecinecki;3215062;gm.w Szczecinek;Koszaliński;9221;4153;4001;45,0385;43,3901
10;łódzkie;1003;łaski;1003032;gm.w Sędziejowice;Sieradzki;6343;2828;2751;44,5846;43,3706
12;małopolskie;1209;myślenicki;1209013;gm.m-w. Dobczyce;Krakowski;15346;6845;6655;44,6045;43,3663
16;opolskie;1609;opolski;1609103;gm.m-w. Prószków;Opolski;9079;4076;3937;44,8948;43,3638
22;pomorskie;2201;bytowski;2201092;gm.w Trzebielino;Słupski;3706;1660;1607;44,7922;43,3621
12;małopolskie;1201;bocheński;1201082;gm.w Trzciana;Tarnowski;5646;2505;2448;44,3677;43,3581
6;lubelskie;606;krasnostawski;606092;gm.w Rudnik;Zamojski;2973;1318;1289;44,3323;43,3569
2;dolnośląskie;210;lubański;210053;gm.m-w. Olszyna;Jeleniogórski;6472;2885;2806;44,5766;43,356
6;lubelskie;612;opolski;612063;gm.m-w. Poniatowa;Lubelski;14008;6261;6073;44,6959;43,3538
28;warmińsko-mazurskie;2816;piski;2816023;gm.m-w. Orzysz;Suwalski;8830;3960;3828;44,8471;43,3522
32;zachodniopomorskie;3217;wałecki;3217052;gm.w Wałcz;Pilski;12664;5714;5490;45,12;43,3512
14;mazowieckie;1411;makowski;1411022;gm.w Czerwonka;Ostrołęcki;2632;1176;1141;44,6809;43,3511
10;łódzkie;1014;sieradzki;1014113;gm.m-w. Złoczew;Sieradzki;7131;3218;3091;45,1269;43,346
2;dolnośląskie;210;lubański;210033;gm.m-w. Leśna;Jeleniogórski;9948;4418;4312;44,4109;43,3454
6;lubelskie;618;tomaszowski;618123;gm.m-w. Tyszowce;Zamojski;5437;2440;2356;44,8777;43,3327
28;warmińsko-mazurskie;2818;gołdapski;2818012;gm.w Banie Mazurskie;Suwalski;3614;1611;1566;44,5766;43,3315
14;mazowieckie;1409;lipski;1409042;gm.w Rzeczniów;Radomski;4332;1948;1877;44,9677;43,3287
30;wielkopolskie;3022;rawicki;3022023;gm.m-w. Jutrosin;Leszczyński;7044;3154;3052;44,7757;43,3277
30;wielkopolskie;3007;kaliski;3007072;gm.w Mycielin;Kaliski;4862;2168;2106;44,5907;43,3155
10;łódzkie;1015;skierniewicki;1015082;gm.w Skierniewice;Skierniewicki;7635;3394;3307;44,4532;43,3137
16;opolskie;1607;nyski;1607042;gm.w Łambinowice;Opolski;7388;3301;3200;44,6806;43,3135
10;łódzkie;1015;skierniewicki;1015092;gm.w Słupia;Skierniewicki;2609;1155;1130;44,2698;43,3116
