Nazwa zmiennej;Jednostka terytorialna;Sposób prezentacji;Rok;Miesi¹c;Wartoœæ;Flaga;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1989;2;176,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1989;3;175,5;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1989;4;176,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1989;5;178,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1989;6;180,7;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1989;7;184,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1989;8;198,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1989;9;219,6;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1989;10;258,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1989;11;300,3;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1989;12;351,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1988;1;128,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1988;2;147,6;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1988;3;153,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1988;4;153,6;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1988;5;154,7;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1988;6;156,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1988;7;159,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1988;8;160,9;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1988;9;163,8;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1988;10;165,9;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1988;11;168,5;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1988;12;173,9;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1988;1;128,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1988;2;138,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1988;3;143,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1988;4;146,0;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1988;5;147,9;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1988;6;149,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1988;7;150,9;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1988;8;152,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1988;9;153,6;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1988;10;155,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1988;11;157,6;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1988;12;160,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1987;1;118,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1987;2;119,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1987;3;117,9;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1987;4;123,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1987;5;123,9;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1987;6;125,8;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1987;7;129,0;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1987;8;128,9;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1987;9;128,5;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1987;10;128,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1987;11;129,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1987;12;131,3;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1987;1;118,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1987;2;118,6;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1987;3;118,8;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1987;4;119,6;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1987;5;120,5;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1987;6;121,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1987;7;122,5;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1987;8;123,3;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1987;9;123,7;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1987;10;124,0;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1987;11;124,7;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny okres narastaj¹cy poprzedniego roku = 100;1987;12;125,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1986;1;117,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1986;2;117,8;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1986;3;118,0;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1986;4;119,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1986;5;120,5;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1986;6;118,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1986;7;114,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1986;8;115,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1986;9;116,3;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1986;10;117,9;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1986;11;117,5;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1986;12;117,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1985;1;113,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1985;2;110,3;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1985;3;111,9;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1985;4;111,6;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1985;5;111,8;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1985;6;113,0;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1985;7;115,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1985;8;115,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1985;9;115,9;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1985;10;116,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1985;11;115,8;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1985;12;116,7;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1984;1;115,6;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1984;2;113,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1984;3;112,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1984;4;111,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1984;5;112,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1984;6;112,9;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1984;7;113,7;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1984;8;112,5;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1984;9;112,8;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1984;10;112,6;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1984;11;113,5;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1984;12;114,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1983;1;167,3;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1983;2;131,5;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1983;3;126,7;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1983;4;126,9;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1983;5;124,7;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1983;6;123,0;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1983;7;119,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1983;8;119,3;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1983;9;118,8;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1983;10;118,5;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1983;11;118,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1983;12;118,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1982;1;153,2;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1982;2;206,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1982;3;210,7;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1982;4;204,1;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1982;5;208,4;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1982;6;211,9;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1982;7;213,3;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1982;8;214,9;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1982;9;208,5;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1982;10;201,0;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1982;11;197,9;;;
WskaŸnik cen towarów i us³ug konsumpcyjnych;Polska;Analogiczny miesi¹c poprzedniego roku = 100;1982;12;175,0;;;
